Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
1316,3013,LH2 Pipeline Train Terminal,2015,1099583,1,No,30,0.55429916,28661183.91,0,0,0.070097555,0.052672038,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1317,5356,LH2 Pipeline Train Terminal,2015,1954813,1,No,30,0.623999616,39427659.68,0,0,0.070097555,0.049078265,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1318,9521,LH2 Pipeline Train Terminal,2015,3475224,1,No,30,0.69843099,56457864.44,0,0,0.070097555,0.045396936,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1319,30092,LH2 Pipeline Train Terminal,2015,10983424,1,No,30,0.756981632,126115593.6,0,0,0.070097555,0.039150019,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1320,95104,LH2 Pipeline Train Terminal,2015,34713043,1,No,30,0.901249888,301352017.4,0,0,0.070097555,0.035020048,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1321,300576,LH2 Pipeline Train Terminal,2015,109710360,1,No,30,0.95598122,850116004.7,0,0,0.070097555,0.032241646,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1322,949970,LH2 Pipeline Train Terminal,2015,346738914,1,No,30,0.978429213,2554080233,0,0,0.070097555,0.0308381,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1323,3002373,LH2 Pipeline Train Terminal,2015,1095866198,1,No,30,1,7874253184,0,0,0.070097555,0.030195868,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1324,3013,LH2 Pipeline Train Terminal,2020,1099583,1,No,30,0.569677254,27706194.49,0,0,0.070097555,0.053547704,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1325,5356,LH2 Pipeline Train Terminal,2020,1954813,1,No,30,0.636168627,38452660.31,0,0,0.070097555,0.04962291,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1326,9521,LH2 Pipeline Train Terminal,2020,3475224,1,No,30,0.705992203,55448601.92,0,0,0.070097555,0.045716813,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1327,30092,LH2 Pipeline Train Terminal,2020,10983424,1,No,30,0.760255671,124943508.1,0,0,0.070097555,0.039254254,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1328,95104,LH2 Pipeline Train Terminal,2020,34713043,1,No,30,0.902740709,299678252.8,0,0,0.070097555,0.035058675,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1329,300576,LH2 Pipeline Train Terminal,2020,109710360,1,No,30,0.95618476,846845848,0,0,0.070097555,0.032257535,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1330,949970,LH2 Pipeline Train Terminal,2020,346738914,1,No,30,0.978484204,2544851388,0,0,0.070097555,0.03084791,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1331,3002373,LH2 Pipeline Train Terminal,2020,1095866198,1,No,30,1,7846297067,0,0,0.070097555,0.030203209,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1332,3013,LH2 Pipeline Train Terminal,2025,1099583,1,No,30,0.586003713,26751205.08,0,0,0.070097555,0.05442337,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1333,5356,LH2 Pipeline Train Terminal,2025,1954813,1,No,30,0.648879496,37477660.94,0,0,0.070097555,0.050167554,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1334,9521,LH2 Pipeline Train Terminal,2025,3475224,1,No,30,0.713764894,54439339.41,0,0,0.070097555,0.04603669,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1335,30092,LH2 Pipeline Train Terminal,2025,10983424,1,No,30,0.76357908,123771422.6,0,0,0.070097555,0.039358489,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1336,95104,LH2 Pipeline Train Terminal,2025,34713043,1,No,30,0.90424568,298004488.2,0,0,0.070097555,0.035097301,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1337,300576,LH2 Pipeline Train Terminal,2025,109710360,1,No,30,0.956389829,843575691.3,0,0,0.070097555,0.032273424,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1338,949970,LH2 Pipeline Train Terminal,2025,346738914,1,No,30,0.978539592,2535622544,0,0,0.070097555,0.03085772,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1339,3002373,LH2 Pipeline Train Terminal,2025,1095866198,1,No,30,1,7818340950,0,0,0.070097555,0.03021055,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1340,3013,LH2 Pipeline Train Terminal,2030,1099583,1,No,30,0.592328621,26396728.04,0,0,0.070097555,0.054776286,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1341,5356,LH2 Pipeline Train Terminal,2030,1954813,1,No,30,0.653745523,37115872.75,0,0,0.070097555,0.050382241,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1342,9521,LH2 Pipeline Train Terminal,2030,3475224,1,No,30,0.716705671,54064968.77,0,0,0.070097555,0.046160595,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1343,30092,LH2 Pipeline Train Terminal,2030,10983424,1,No,30,0.764824033,123336937.5,0,0,0.070097555,0.039397999,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1344,95104,LH2 Pipeline Train Terminal,2030,34713043,1,No,30,0.904807902,297384106.3,0,0,0.070097555,0.035111809,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1345,300576,LH2 Pipeline Train Terminal,2030,109710360,1,No,30,0.956466009,842364349.6,0,0,0.070097555,0.032279364,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1346,949970,LH2 Pipeline Train Terminal,2030,346738914,1,No,30,0.978560427,2532203458,0,0,0.070097555,0.030861386,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1347,3002373,LH2 Pipeline Train Terminal,2030,1095866198,1,No,30,1,7807985737,0,0,0.070097555,0.030213292,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,,
1348,3013,LH2 Train Terminal,2015,1099583,1,No,30,0.55429916,28661183.91,0,0,0.070097555,0.052672038,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1349,5356,LH2 Train Terminal,2015,1954813,1,No,30,0.623999616,39427659.68,0,0,0.070097555,0.049078265,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1350,9521,LH2 Train Terminal,2015,3475224,1,No,30,0.69843099,56457864.44,0,0,0.070097555,0.045396936,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1351,30092,LH2 Train Terminal,2015,10983424,1,No,30,0.756981632,126115593.6,0,0,0.070097555,0.039150019,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1352,95104,LH2 Train Terminal,2015,34713043,1,No,30,0.901249888,301352017.4,0,0,0.070097555,0.035020048,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1353,300576,LH2 Train Terminal,2015,109710360,1,No,30,0.95598122,850116004.7,0,0,0.070097555,0.032241646,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1354,949970,LH2 Train Terminal,2015,346738914,1,No,30,0.978429213,2554080233,0,0,0.070097555,0.0308381,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1355,3002373,LH2 Train Terminal,2015,1095866198,1,No,30,1,7874253184,0,0,0.070097555,0.030195868,0,0,0,0,,,,,"HDSAM Low vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1356,3013,LH2 Train Terminal,2020,1099583,1,No,30,0.569677254,27706194.49,0,0,0.070097555,0.053547704,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1357,5356,LH2 Train Terminal,2020,1954813,1,No,30,0.636168627,38452660.31,0,0,0.070097555,0.04962291,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1358,9521,LH2 Train Terminal,2020,3475224,1,No,30,0.705992203,55448601.92,0,0,0.070097555,0.045716813,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1359,30092,LH2 Train Terminal,2020,10983424,1,No,30,0.760255671,124943508.1,0,0,0.070097555,0.039254254,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1360,95104,LH2 Train Terminal,2020,34713043,1,No,30,0.902740709,299678252.8,0,0,0.070097555,0.035058675,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1361,300576,LH2 Train Terminal,2020,109710360,1,No,30,0.95618476,846845848,0,0,0.070097555,0.032257535,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1362,949970,LH2 Train Terminal,2020,346738914,1,No,30,0.978484204,2544851388,0,0,0.070097555,0.03084791,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1363,3002373,LH2 Train Terminal,2020,1095866198,1,No,30,1,7846297067,0,0,0.070097555,0.030203209,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1364,3013,LH2 Train Terminal,2025,1099583,1,No,30,0.586003713,26751205.08,0,0,0.070097555,0.05442337,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1365,5356,LH2 Train Terminal,2025,1954813,1,No,30,0.648879496,37477660.94,0,0,0.070097555,0.050167554,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1366,9521,LH2 Train Terminal,2025,3475224,1,No,30,0.713764894,54439339.41,0,0,0.070097555,0.04603669,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1367,30092,LH2 Train Terminal,2025,10983424,1,No,30,0.76357908,123771422.6,0,0,0.070097555,0.039358489,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1368,95104,LH2 Train Terminal,2025,34713043,1,No,30,0.90424568,298004488.2,0,0,0.070097555,0.035097301,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1369,300576,LH2 Train Terminal,2025,109710360,1,No,30,0.956389829,843575691.3,0,0,0.070097555,0.032273424,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1370,949970,LH2 Train Terminal,2025,346738914,1,No,30,0.978539592,2535622544,0,0,0.070097555,0.03085772,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1371,3002373,LH2 Train Terminal,2025,1095866198,1,No,30,1,7818340950,0,0,0.070097555,0.03021055,0,0,0,0,,,,,"HDSAM Mid vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1372,3013,LH2 Train Terminal,2030,1099583,1,No,30,0.592328621,26396728.04,0,0,0.070097555,0.054776286,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1373,5356,LH2 Train Terminal,2030,1954813,1,No,30,0.653745523,37115872.75,0,0,0.070097555,0.050382241,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1374,9521,LH2 Train Terminal,2030,3475224,1,No,30,0.716705671,54064968.77,0,0,0.070097555,0.046160595,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1375,30092,LH2 Train Terminal,2030,10983424,1,No,30,0.764824033,123336937.5,0,0,0.070097555,0.039397999,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1376,95104,LH2 Train Terminal,2030,34713043,1,No,30,0.904807902,297384106.3,0,0,0.070097555,0.035111809,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1377,300576,LH2 Train Terminal,2030,109710360,1,No,30,0.956466009,842364349.6,0,0,0.070097555,0.032279364,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1378,949970,LH2 Train Terminal,2030,346738914,1,No,30,0.978560427,2532203458,0,0,0.070097555,0.030861386,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1379,3002373,LH2 Train Terminal,2030,1095866198,1,No,30,1,7807985737,0,0,0.070097555,0.030213292,0,0,0,0,,,,,"HDSAM High vol production, assumes GH2 pipeline -> LH2 truck and includes on-site storage",,,0,0,Installation designed to receiving hydrogen from a pipeline or a production facility and filling it into liquid hydrogen rail cars.,
1380,3013,LH2 Train Truck Terminal,2015,1099583,1,No,30,0.035985457,10424372.38,0,0,0.070097555,0.060078049,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1381,5356,LH2 Train Truck Terminal,2015,1954813,1,No,30,0.058126714,10642456.21,0,0,0.070097555,0.064387908,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1382,9521,LH2 Train Truck Terminal,2015,3475224,1,No,30,0.121842163,11004401.52,0,0,0.070097555,0.068735927,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1383,30092,LH2 Train Truck Terminal,2015,10983424,1,No,30,0.297349667,12660698.07,0,0,0.070097555,0.075391417,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1384,95104,LH2 Train Truck Terminal,2015,34713043,1,No,30,0.553350909,17826234.64,0,0,0.070097555,0.072920641,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1385,300576,LH2 Train Truck Terminal,2015,109710360,1,No,30,0.890162892,33697638.92,0,0,0.070097555,0.059666908,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1386,949970,LH2 Train Truck Terminal,2015,346738914,1,No,30,0.973373922,93856159.83,0,0,0.070097555,0.042969983,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1387,3002373,LH2 Train Truck Terminal,2015,1095866198,1,No,30,1,287681022.1,0,0,0.070097555,0.034180172,0,0,0,0,,,,,"HDSAM Low vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1388,3013,LH2 Train Truck Terminal,2020,1099583,1,No,30,0.035979878,9469382.966,0,0,0.070097555,0.063659956,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1389,5356,LH2 Train Truck Terminal,2020,1954813,1,No,30,0.05793478,9667456.841,0,0,0.070097555,0.068453375,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1390,9521,LH2 Train Truck Terminal,2020,3475224,1,No,30,0.121016803,9995139.004,0,0,0.070097555,0.073295199,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1391,30092,LH2 Train Truck Terminal,2020,10983424,1,No,30,0.296087834,11488612.57,0,0,0.070097555,0.080759439,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1392,95104,LH2 Train Truck Terminal,2020,34713043,1,No,30,0.550323865,16152470.02,0,0,0.070097555,0.078097034,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1393,300576,LH2 Train Truck Terminal,2020,109710360,1,No,30,0.888924757,30427482.23,0,0,0.070097555,0.063462885,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1394,949970,LH2 Train Truck Terminal,2020,346738914,1,No,30,0.974483671,84627314.91,0,0,0.070097555,0.044784838,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1395,3002373,LH2 Train Truck Terminal,2020,1095866198,1,No,30,1,259724905.2,0,0,0.070097555,0.034908397,0,0,0,0,,,,,"HDSAM Low-Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1396,3013,LH2 Train Truck Terminal,2025,1099583,1,No,30,0.035973047,8514393.552,0,0,0.070097555,0.067241864,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1397,5356,LH2 Train Truck Terminal,2025,1954813,1,No,30,0.05769976,8692457.47,0,0,0.070097555,0.072518842,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1398,9521,LH2 Train Truck Terminal,2025,3475224,1,No,30,0.12000497,8985876.485,0,0,0.070097555,0.077854472,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1399,30092,LH2 Train Truck Terminal,2025,10983424,1,No,30,0.294536773,10316527.08,0,0,0.070097555,0.086127462,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1400,95104,LH2 Train Truck Terminal,2025,34713043,1,No,30,0.546582417,14478705.4,0,0,0.070097555,0.083273427,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1401,300576,LH2 Train Truck Terminal,2025,109710360,1,No,30,0.887385984,27157325.55,0,0,0.070097555,0.067258862,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1402,949970,LH2 Train Truck Terminal,2025,346738914,1,No,30,0.975863112,75398469.99,0,0,0.070097555,0.046599692,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1403,3002373,LH2 Train Truck Terminal,2025,1095866198,1,No,30,1,231768788.3,0,0,0.070097555,0.035636622,0,0,0,0,,,,,"HDSAM Mid vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1404,3013,LH2 Train Truck Terminal,2030,1099583,1,No,30,0.035994354,8159916.517,0,0,0.070097555,0.068940374,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1405,5356,LH2 Train Truck Terminal,2030,1954813,1,No,30,0.057625071,8330669.282,0,0,0.070097555,0.074446023,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1406,9521,LH2 Train Truck Terminal,2030,3475224,1,No,30,0.119593798,8611505.851,0,0,0.070097555,0.080015601,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1407,30092,LH2 Train Truck Terminal,2030,10983424,1,No,30,0.293872038,9882041.944,0,0,0.070097555,0.088676879,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1408,95104,LH2 Train Truck Terminal,2030,34713043,1,No,30,0.544985993,13858323.58,0,0,0.070097555,0.085741402,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1409,300576,LH2 Train Truck Terminal,2030,109710360,1,No,30,0.88671055,25945983.84,0,0,0.070097555,0.069085073,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1410,949970,LH2 Train Truck Terminal,2030,346738914,1,No,30,0.976470813,71979384.21,0,0,0.070097555,0.047476409,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1411,3002373,LH2 Train Truck Terminal,2030,1095866198,1,No,30,1,221413575.7,0,0,0.070097555,0.035987096,0,0,0,0,,,,,"HDSAM High vol production, assumes LH2 train -> LH2 truck and includes storage",,,0,0,,
1412,2850,LH2 Pipeline (transmission),2015,1040236,1,No,50,0,0,506587.0629,0,0.060535701,0.033136236,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1413,5054,LH2 Pipeline (transmission),2015,1844786,1,No,50,0.111538483,0,482170.9149,0,0.060535701,0.035881065,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1414,8975,LH2 Pipeline (transmission),2015,3275972,1,No,50,0.18047653,0,514065.0421,0,0.060535701,0.036335168,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1415,28338,LH2 Pipeline (transmission),2015,10343505,1,No,50,0.245396274,0,632608.4163,0,0.060535701,0.035400067,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1416,89532,LH2 Pipeline (transmission),2015,32679335,1,No,50,0.318948132,0,838950.4063,0,0.060535701,0.034357573,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1417,282931,LH2 Pipeline (transmission),2015,103269840,1,No,50,0.388053995,0,1210918.082,0,0.060535701,0.033053816,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
